Title,Film,Year,Singer,Composer,Lyricist,Lyrics
kisane ye kisane ye kisane chhede taar,hamari beti,1950,geeta mukesh,snehal bhatkar,randhir, gekisane ye kisane ye kisane chhede taar mere dil kii sitaar kii kisane chhede taar mukisane ye kisane ye kisane chhede taar mere dil kii sitaar kii kisane chhede taar chhupake chhupake aise achaanak2	huii naii jhankaar kisane chhede taar mere dil kii sitaar kii kisane chhede taar	muman dolane lagaa kuchh bolane lagaa2	jiivan kaa panchhii pankh kholane lagaa2	udane ko aise nagar jis kii nahiin dekhii dagar udane ko aise nagar udane ko aise nagarjis kii nahiin dekhii dagar apanii taraf khainch rahaa kaun baar baar kisane chhede taar mere dil kii sitaar kii kisane chhede taar gekisane ye kisane ye kisane chhede taar mere dil kii sitaar kii kisane chhede taar	gekisakaa dekh baankapan nain aaj hain magan2	naach uthaa chham chhananan channanan channanan kis liye jiivan2	kaunasaa ye giit hai kaunasaa sangiit hai kis ke liye nas nas men jaag uthaa pyaar kisane chhede taar mere dil kii sitaar kii kisane chhede taar bothkisane ye kisne ye kisane chhede taar mere dil kii sitaar kii kisane chhede taar
bichhade hue milenge phir qismat ne gar milaa diyaa,post box 999,1958,rafi asha,kalyanji anandji,p l santoshi,	ra	bichhade hue milenge phir	bichhade hue milenge phir	qismat ne gar milaa diyaa	qismat ne gar milaa diyaa	aa	usakaa kudaa bhalaa kare	usakaa kudaa bhalaa kare	jisane hamen judaa kiyaa	jisane hamen judaa kiyaa	ra	bichhade hue milenge	aa	jab yaad merii sataaegii aur niind na tumako aaegii	phir karavat badalbadal ke tuu	haay dil ko masalmasal ke tuu	kahegaa kyaa ra	kyaa do	bichhade hue milenge	aa	jab phir se bahaar aaegii	aur kushiyaan hazaar laaegii	to apanaa kalejaa thaam ke	dhiire se meraa naam le	kahegaa kyaa aa	kyaa do	bichhade hue milenge	aa	jab kaarii badariyaa chhaaegii	ulfat merii laharaaegii	to mastii men apanii jhuum ke	zakmejigar ko chuum ke	kahegaa kyaa aa	kyaa do	bichhade hue milenge	
sapanon men aanaa chhed chhed jaanaa,shisham,1952,lata mukesh,roshan,indeevar,	sapanon men aanaa chhed chhed jaanaa siikhaa kahaan se mere balam ne hai ik navelii naar alabelii hans ke lutaayaa dil jis pe ham ne	dol gayii duniyaa merii terii nazar jo jhukii	dol gayii duniyaa merii terii nazar jo jhukii	aaj huii tujh ko khabar main to kab se terii ho chukii	aaj huii tujh ko khabar main to kab se terii ho chukii	rah kar nazar men aankhon ke ghar men ye bhii na jaanaa bhole priitam ne sapanon men aanaa	jiit liyaa ham ne jahaan tuu jo hamaaraa huaa	jiit liyaa ham ne jahaan tuu jo hamaaraa huaa	dekh liyaa jab se tujhe jiinaa gavaaraa huaa	dekh liyaa jab se tujhe jiinaa gavaaraa huaa	jo kuchh thaa meraa aaj huaa teraa kismat badal lii aapas men ham ne sapanon men aanaa	matavaalii terii adaa man ko mere bhaa gayii	matavaalii terii adaa man ko mere bhaa gayii	nazaron se nazaren milii niind aankhon men aa gayii	nazaron se nazaren milii niind aankhon men aa gayii	chanchal mastaanii chaunkii javaanii kuchh is tarah se dekhaa sanam ne	jo kuchh thaa meraa aaj huaa teraa kismat badal lii aapas men ham ne 
ham chal rahe the vo chal rahe the magar duniyaavaalon ke dil,duniya na maane,1959,lata mukesh,madan mohan,rajinder krishan, ham chal rahe the vo chal rahe the magar duniyaavaalon ke dil jal rahe the ham chal rahe the vo chal rahe the magar duniyaavaalon ke dil jal rahe the ham chal rahe the	vohii hai phizaayen vohii hai havaayen magar pyaar ki ab nahii vo adaayen vohii hai phizaayen vohii haihavaayen magar pyaar ki ab nahi vo adaayen bulaayen ham unako magar vo na aayen ham chal rahe the vo chal rahe the magar duniyaavaalon ke dil jal rahe the ham chal rahe the	unhen bhulakar bhii bhulaa naa sakungaa jo dil men lagii hai bujhaa naa sakungaa unhen bhulakar bhii bhulaa naa sakungaa jo dil men lagii hai bujhaa naa sakungaa main sapanon kii duniyaa sajaa naa sakungaa ham chal rahe the vo chal rahe the magar duniyaavaalon ke dil jal rahe the ham chal rahe the
meraa aagaaz shiriin hain  kushiyon ko luut kar yahaan,shirin farhaad,1956,hemant asha,s mohinder,tanveer naqvi, he meraa aagaaz shiriin hain meraa anjaam shiriin hain mujhe farahaad kyon kahate ho meraa naam shiriin hain	khushiyon ko luut kar yahaan	khushiyon ko luut kar yahaan	dete hain gam nishaaniyaan kab tak rahengii pyaar par duniyaa kii maharbaaniyaan khushiyon ko luut kar yahaan	raahen wafaa me lut gaye kitane dilon ke kaafile	raahen wafaa me lut gaye kitane dilon ke kaafile	manzil pe aake aur bhii badate rahen hai faasale barabaad ho ke rah gayii	manzil pe aake aur bhii badate rahen hai faasale barabaad ho ke rah gayii	aramaan bharii javaaniyaan kab tak rahengii pyaar par duniyaa kii maharbaaniyaan khushiyon ko luut kar yahaan	aa kitanii hii zindagaaniyaan rismon pe ho gayii fidaa	aa kitanii hii zindagaaniyaan rismon pe ho gayii fidaa	do dil mile the pyaar se duniyaa ne kar diye judaa hote rahe yuun hii sitam banatii rahii kahaaniyaan kab tak rahengii pyaar par duniyaa kii maharbaaniyaan khushiyon ko luut kar yahaan	he jitane khushii ke kvaab the sab aansuuon me dhal gaye gulashan me rah gayaa hai kya tinake the chaar jal gaye	he jitane khushii ke kvaab the sab aansuuon me dhal gaye gulashan me rah gayaa hai kya tinake the chaar jal gaye	thaa meraa aashiiaan kahaan	thaa meraa aashiiaan kahaan	milatii nahiin nishaaniyaan kab tak rahengii pyaar par duniyaa kii maharbaaniyaan khushiyon ko luut kar yahaan	aa aavaaz de merii kudaa inasaaf hai kahaan teraa jal jayegaa jahaan teraa mit jayegaa nishaan teraa	aa aavaaz de merii kudaa inasaaf hai kahaan teraa jal jayegaa jahaan teraa mit jayegaa nishaan teraa	fariyaad ban gayii agar	fariyaad ban gayii agar	ulafat kii bezubaaniyaan kab tak rahengii pyaar par duniyaa kii maharbaaniyaan khushiyon ko luut kar yahaan
ghir ghir aayii kaarii badariyaa,shagoofa,1953,lata,c ramchandra,rajinder krishan,	ghir ghir aayii kaarii badariyaa der lagayii merii yaad na aayii ghar aajaa aajaa ghar aajaa saanwariiyaa	darash binaa merii ankhiiyaan pyaasii niis din baat take terii daasii chhaayii hai udaasii pyaas bujhaa jaa aajaa	darash binaa merii ankhiiyaan pyaasii niis din baat take terii daasii chhaayii hai udaasii pyaas bujhaa jaa aajaa	tohe dhuunde nazariiyaa aajaa ghar aajaa saanwariiyaa ghir ghir aayii	biitat naahiin din jiiyaa nahiin laage ankhiiyon se nindiiya duur duur bhaage bintii karun main darsh dikhaa jaa aajaa	biitat naahiin din jiiyaa nahiin laage ankhiiyon se nindiiya duur duur bhaage bintii karun main darsh dikhaa jaa aajaa	le le merii khabariiyaa aajaa aajaa ghar aajaa saanwariiyaa ghir ghir aayii	
kaisaa jaaduu balam tuune daaraa,12 o clock twelve o clock,1958,geeta,o p nayyar,majrooh,	kaisaa jaaduu balam tuune daaraa ho kaisaa jaaduu balam tuune daaraa kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu balam tuune daaraa kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu	koii terii tarah dil na chhiine ho gaii main pasiinepasiine	koii terii tarah dil na chhiine ho gaii main pasiinepasiine	tobaatobaa	tobaatobaa	tobaatobaa nazar kaa ishaaraa	kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu balam tuune daaraa kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu	dagamagaaye qadam chalatechalate tumane chhedaa to ham kyaa sambhalate	dagamagaaye qadam chalatechalate tumane chhedaa to ham kyaa sambhalate	lo chale	lo chale	lo chale naam le kar tumhaaraa	kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu balam tuune daaraa kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu	hosh bhii thodaathodaa nashaa bhii dard bhii thodaathodaa mazaa bhii	hosh bhii thodaathodaa nashaa bhii dard bhii thodaathodaa mazaa bhii	tiir sainyaan	tiir sainyaan	tiir sainyaan ajab tuune maaraa	kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu balam tuune daaraa kho gayaa nanhaa saa dil hamaaraa kaisaa jaaduu 
koii aayaa dhadakan kahatii hai,lajwanti,1958,asha,s d burman,majrooh,	koii aayaa dhadakan kahatii hai3	dhiire se palakon kii ye giratii uthatii chilaman kahatii hai dhiire se dhiire se palakon kii ye giratii uthatii chilaman kahatii hai koii aayaa dhadakan kahatii hai	hone lagii kisii aahat kii phulakaariyaan paravaane banake udii dil kii chingaariyaan jhuum gayaa jhilamilataa jiyaa koii aayaa koii aayaa dhadakan kahatii hai	chaand hansaa leke darpan mere saamane ghabaraake main lat ulajhii lagii thaamane chhed gayii mujhe chanchal havaa koii aayaa koii aayaa dhadakan kahatii hai	aa hii gayaa miithii miithii sii uljhan liye kho hii gayii main to sharamaatii chitavan liye gore badan se pasiinaa bahaa koii aayaa koii aayaa dhadakan kahatii hai	
muhabbat kii raahon men chalanaa sambhal ke,udan khatola,1955,rafi,naushad,shakeel, muhabbat kii raahon men chalanaa sambhal ke yahaan jo bhii aayaa gayaa haath mal ke	na paaii kisii ne muhabbat kii manzil qadam dagamagaae zaraa duur chal ke	hamen dhuundhatii hai bahaaron kii duniyaa kahaan aa gae ham chaman se nikal ke	kahiin duub jaae na hasarat bharaa dil na yuun tiir fenko nishaanaa badal ke
jhir jhir jhir jhir badaravaa barase,parivaar,1956,hemant lata,salil choudhary,shailendra,	la jhir jhir jhir jhir badarava barase	o kaare kaare	soye aramaan jaage kaii tuufaan jaage	maane naa jiyaa moraa sajanaa binaa	o o o	aajaa ke tohe meraa priit pukaare	tujhako hii aaj teraa giit pukaare	yaad aaii biitii baaten	tumase milan kii raaten	kaahe ko bhule mohe apanaa banaa	jhir jhir jhir jhir badaravaa barase	o kaare kaare jhir jhir jhir jhir	he jhir jhir jhir jhir badaravaa barase	o kaare kaare	soye aramaan jaage kaii tuufaan jaage	barakhaa na bhaaye gorii tere binaa	tere ghungharaale kaale baalon se	kaalii raat ne aaj merii niind churaa lii la tose hii pyaar karuun he teraa intazaar karuun do tere bin jhuuthaa meraa har sapanaa	do jhir jhir jhir jhir badarvaa barase	o kaare kaare jhir jhir jhir jhir	
kho diyaa main ne paa kar kisii ko,baaraadari,1955,lata,nashad,khumar barabankvi,	kho diyaa main ne paa kar kisii ko aag lag jaaye is zindagii ko	kho diyaa main ne paa kar kisii ko aag lag jaaye is zindagii ko	din ye qisamat ne kaise dikhaaye the jo apane huye wo paraaye apanaa kahanaa hai ab ajanabii ko aag lag jaaye is zindagii ko	shaadiyaane bajenge kushii ke	shaadiyaane bajenge kushii ke	honge aramaan puure kisii ke honth tarasenge mere hansii ko aag lag jaaye is zindagii ko	chaandtaaron kaa pheraa rahegaa mere dil men andheraa rahegaa shamaa royegii ab roshanii ko aag lag jaaye is zindagii ko	kho diyaa main ne paa kar kisii ko aag lag jaaye is zindagii ko 
o goregore chaand se mukh par  matavaale nainon vaale ke main,beqasoor,1950,lata,anil biswas,arzoo lakhnowi, o gore gore chaand se mukh par kaalii kaalii aankhen hain dekhake jinako niind ud jaae vo matavaalii aankhen hain	matavaale nainon vaale ke main vaarii vaarii jaauun matavaale nainon vaale matavaale nainon vaale ke main vaarii vaarii jaauun ho main vaarii vaarii jaauun ho main vaarii vaarii jaauun matavaale nainon vaale	is darjaa naaz uthaae ke dilabar banaa diyaa tevar ko tiir naaz ko nashtar banaa diyaa	is darjaa naaz uthaae ke dilabar banaa diyaa tevar ko tiir naaz ko nashtar banaa diyaa	sahsahake choten mom ko patthar banaa diyaa	sahsahake choten mom ko patthar banaa diyaa	sach hai tumhen main hii ne sitamagar banaa diyaa matavaale nainon vaale	jaaduu bharaa vo miithii nigaahon kaa pyaar hai jo tiir hai tabar hai chhurii hai kataar hai	jaaduu bharaa vo miithii nigaahon kaa pyaar hai jo tiir hai tabar hai chhurii hai kataar hai	charakon pe charake khaauun yahii dil kii hai kushii	charakon pe charake khaauun yahii dil kii hai kushii	marane men zindagii hai kizaan men bahaar hai matavaale nainon vaale 
tumhaarii yaad men  dil meraa beqaraar hai,bandish,1955,lata,hemant,ravi shankar,	tumhaarii yaad men mere balamaa o mere saajanaa dil meraa haay beqaraar hai dil meraa beqaraar hai ho o o dil meraa beqaraar hai	tumhaarii yaad men mere balamaa o mere saajanaa dil meraa haay beqaraar hai dil meraa beqaraar hai ho o o dil meraa beqaraar hai	tumhaarii	qisamat ke maare jaayen kahaan milataa nahiin hai teraa nishaan haay teraa nishaan	qisamat ke maare jaayen kahaan milataa nahiin hai teraa nishaan haay teraa nishaan	aa ke mujhe tuu de jaa sahaare	aa ke mujhe tuu de jaa sahaare	iltazaa baarbaar hai	dil meraa beqaraar hai ho o o dil meraa beqaraar hai tumhaarii yaad men mere balamaa o mere saajanaa dil meraa haay beqaraar hai dil meraa beqaraar hai ho o o dil meraa beqaraar hai tumhaarii 
nazar phero na hamase ham hain tum par marane waalon men,deedaar,1951,g m durrani shamshad,naushad,shakeel,	jii	nazar phero na hamase	ham hain tum par	marane waalon men	nazar phero na hamase	nazar phero na hamase	ham hain tum par	marane waalon men	hamaaraa naam bhii likh lo	mohabbat karane waalon men	mohabbat karane waalon men	sha	jahaan nazaren miliin	bole ke ham hain marane waalon men	bole ke ham hain marane waalon men	banaawat hii banaawat hai	mohabbat karane waalon men	mohabbat karane waalon men	jii	o	tumhaarii shokiyon ko dil meraa	naakaam kar degaa	aan	sunaa kar pyaar ke nagamen	tumhen badanaam kar degaa	haan	ajii ye dil nahiin chhipchhip ke	aahen bharane waalon men	hamaaraa naam bhii likh lo	mohabbat karane waalon men	mohabbat karane waalon men	sha	wahii dil hai jo is duniyaa men	apanaa naam kar jaaye	muhabbat kyaa karegaa wo	jo badanaamii se dar jaaye	haan	nahiin ham aapakii in dhamakiyon se	darane waalon men	banaawat hii banaawat hai	mohabbat karane waalon men	mohabbat karane waalon men	
kahaan hai tuu kahaan hai merii duniyaa luutane vaale,naubahaar,1952,lata,roshan,shailendra,	kahaan hai tuu kahaan hai merii duniyaa luutane vaale duniyaa luutane vaale basaakar dil men aramaan kis liye barabaad kar daale duniyaa luutane vaale	tujhe apanii qasam aise men dam bhar ke liye aajaa labon par jaan aaii zindagii ke pad gaye laale duniyaa luutane vaale	tumhaarii yaad kaa ye dil sahaaraa leke baithaa hai muhabbat chhuutane vaalii na aramaan tuutane vaale duniyaa luutane vaale	
din pyaar ke aaye re,aansoo,1953,rafi lata,husnlalbhagatram,qamar jalalabadi,	rafii din pyaar ke aaye re	din pyaar ke aaye re	nazar mil jaaye to gorii sharamaaye	javaanii kahe haay lataa din pyaar ke aaye re	din pyaar ke aaye re	o raaja ye bataaye	jo gorii sharamaaye	to kaun kahe haay dono	din pyaar ke aaye re	rafii o gorii kah de priit ye kisane siikhaaii	kisane tere nainon kii nindiyaa churaaii lataa o o o o o oy	mujhe naam to aaye re	mujhe naam to aaye re	kahaa bhi naa jaaye rahaa bhi na jaaye	to kyon na kahuun haay dono	din pyaar ke aaye re	lataa o raajaa mohe apanii dulhaniyaa banaa le	gore gore haathon men mehandii lagaa de rafii o o o o o o	dil dar dar jaaye re	ke raajaa mehandii laaye	dulhan nahiin aaye	to raajaa kahaan jaaye dono	din pyaar ke aaye re	din pyaar ke aaye re
kahaan ho kahaan mere jiiwan sahaare,sangdil,1952,talat,sajjad,rajinder krishan,	kahaan ho kahaan mere jiiwan sahaare tumhen dil pukaare tumhen dil pukaare bahaate hain aansuu judaaii men terii ye aramaan bechaare ye aramaan bechaare kahaan ho kahaan mere jiiwan sahaare tumhen dil pukaare tumhen dil pukaare	nazar se giraa ke chale jaane waale	nazar se giraa ke chale jaane waale	tadapaane waale	ye dil dhuundhataa hai tumhaare ishaare tumhaare ishaare tumhaare ishaare	ye dil dhuundhataa hai tumhaare ishaare tumhaare ishaare tumhaare ishaare	tadapate hain aankhon men aramaan dekho	tadapate hain aankhon men aramaan dekho	ye tuufaan dekho	chale aao rotaa hai dil gam ke maare ye gam ke maare ye gam ke maare	chale aao rotaa hai dil gam ke maare ye gam ke maare ye gam ke maare	kahaan ho kahaan mere jiiwan sahaare tumhen dil pukaare tumhen dil pukaare kahaan ho kahaan 
garajgaraj ghir aaye baadar,koel pakistanifilm,1959,ustad fateh ali khan,khurshid anwar,,	umaaaa	garajgaraj ghir aaye baadar umadghumad kar chhayen jalthal kar dii barasbaras ghan garajgaraj ghir aaye baadar aaaaa	garajgaraj ghir aaye baadar umadghumad kar chhayen jalthal kar dii barasbaras ghan garajgaraj ghir aaye baadar	dhalatii bojhal uthiin ghataayen	dhalatii bojhal uthiin ghataayen	nagarii nagarii juum ke chhaayen rasbuundan kii pade phuhaar chale pawaniyaa sanansanan ghan garajgaraj ghir aaye baadar 
duur desh se koii saperaa aayaa,kavi kalidas,1959,geeta,s n tripathi,bharat vyas, duur desh se koii saperaa aayaa giit kyaa gaayaa liyaa man chhiin re miithii miithii jaaduu kii bajaaye koii biin re jiyaa laharaayaa	saanvariyaa tere rang men rang ke ho gaii main to saanvarii pii ke piichhe doluungii ban ke bairaagan baanvarii tadapuungii main din raat tadapuungii din raat jo chhodaa saath jyon jal bin miin re miithii miithii jaaduu kii bajaaye koii biin re	kaisaa chhedaa giit re tuune main apanaapan bhuul rahii kabhii hai dharatii kabhii gagan hai aisaa jhuulaa jhuul rahii taj ke jagat kii laaj taj ke jagat kii laaj huii main aaj tere adhiin re miithii miithii jaaduu kii bajaaye koii biin re	
merii majabuuriyon pe jahaan chup rahaa,durgesh nandini,1956,lata,hemant kumar,rajinder krishan, jo teraa pyaar na milataa to kyuun jiye hote sadaa hii maut kii ham aarazuu kiye hote milaa thaa ek hii dil vo bhii de diyaa tujhako hazaar dil bhii jo hote tere liye hote	merii majabuuriyon pe jahaan chup rahaa yah zamiin chup rahii aasamaan chup rahaa	merii majabuuriyon pe jahaan chup rahaa yah zamiin chup rahii aasamaan chup rahaa	waqt par kaam aaii na apanii zubaan kaun kahataa mere dard kii daastaan	waqt par kaam aaii na apanii zubaan kaun kahataa mere dard kii daastaan	hamasafar chup rahe kaaravaan chup rahaa yah zamiin chup rahii aasamaan chup rahaa	merii majabuuriyon pe	jab muhabbat kii duniyaa mitaaii gaii aasamaan tak bhii merii duhaaii gaii	jab muhabbat kii duniyaa mitaaii gaii aasamaan tak bhii merii duhaaii gaii	meraa maalik meraa raazadaan chup rahaa yah zamiin chup rahii aasamaan chup rahaa	merii majabuuriyon pe	
nainon se nain hue chaar aaj meraa dil aa gayaa,aurat,1953,lata,shankar jaikishan,hasrat,	nainon se nain hue chaar aaj meraa dil aa gayaa aramaan pe chhaaii hai bahaar aaj meraa dil aa gayaa	ghuunghat se jhaanke mere dil ke ishaare dhadakan men aan base ban ke hamaare dulhan banegaa meraa pyaar aaj meraa dil aa gayaa nainon se nain	ghar men hii aaj mere gulashan khilaa hai kahane kii baat nahiin hiiraa milaa mujhe hiiraa milaa hai baat badii hai mazedaar aaj meraa dil aa gayaa nainon se nain	ulfat ke saaz chhide chaahat kaa giit hai nagamen bhii bol uthe terii hii jiit hai kushiyaan manaaenge hazaar aaj meraa dil aa gayaa nainon se nain	
daaman men daag lagaa baithe,dhool ka phool,1959,rafi,n dutta,sahir,	vafaa ke naam pe kitane gunaah hote hain vo un se puuchhe koii jo tabaah hote hain	daaman men daag lagaa baithe ham pyaar men dhokhaa khaa baithe haay re haay re	chhotii sii bhuul javaanii kii jo tum ko yaad na aayegii us bhuul ke taane de de kar duniyaa ham ko tadapaayegii uthate hii nazar jhuk jaayegii aaj aisii thokar khaa baithe ham pyaar men	chaahat ke liye jo rasmon ko thukaraa ke guzarane vaale the jo saath hii jiine vaale the aur saath hii marane vaale the tuufaan ke havaale kar ke hamen khud duur kinaare jaa baithe ham pyaar men	lo aaj merii majabuur vafaa badanaam kahaanii banane lagii lo prem nishaanii paaii thii vo saak nishaanii banane lagii duhkh de ke hamen jiivan bhar kaa vo sukh kii sej sajaa baithe ham pyaar men	
tabiyat thiik thii aur dill bhii beqaraar na thaa,mirzaa saahibaan,1957,lata,sardool kwatra,verma malik,	tabiyat thiik thii aur dill bhii beqaraar na thaa	tabiyat thiik thii aur dill bhii beqaraar na thaa ye tab kii baat hai ke jab kisii se pyaar na thaa	tabiyat thiik thii aur dill bhii beqaraar na thaa ye tab kii baat hai ke jab kisii se pyaar na thaa	na thiin bechainiyaan betaabiyaan aur gam bhii na thaa koii mahabuub na thaa koii bhii hamadam nahiin na thaa kisii	kaa aur intazaar na thaa	ye tab kii baat hai ke jab kisii se pyaar na thaa tabiyat thiik thii aur dill bhii beqaraar na thaa ye tab kii baat hai ke jab kisii se pyaar na thaa	kisii paraaye kii baaton men ye mithaas	na thii mere pe	aaj dil ko to koii bhii aas na thii kisii ke jhuuthe vaadon pe bhii aitabaar na thaa	ye tab kii baat hai ke jab kisii se pyaar na thaa	merii niindon kii duniyaa men kisii ke sapane na the jahaan ke dard aur dukh bhii mere apane na the meraa dil thandii aah kaa kabhii shikaar na thaa	ye tab kii baat hai ke jab kisii se pyaar na thaa tabiyat thiik thii aur dill bhii beqaraar na thaa	ye tab kii baat hai ke jab kisii se pyaar na thaa tabiyat thiik thii aur dill bhii beqaraar na thaa	ye tab kii baat hai ke jab kisii se pyaar na thaa 
rangon ke badalane se tasviir na badalegii,shikar,1955,lata,bulo c rani,indeevar, rangon ke badalane se tasviir na badalegii2	tadabiir laakh kar le tadabiir laakh kar le taqadiir na badalegii rangon ke badalane se tasviir na badalegii	ik gam ke bhulaane ko2	ik aur gam lagaa le2	sone kaa rang chadhaa le zanjiir na badalegii tadabiir laakh kar le taqadiir na badalegii rangon ke badalane se tasviir na badalegii	tanahaaii ho ki mahafil2	dil to vahii rahegaa2	badalenge gam gamon kii taabiir na badalegii tadabiir laakh kar le taqadiir na badalegii rangon ke badalane se tasviir na badalegii
zaraa mud ke to dekho saajanaa,meenaar,1954,lata talat,c ramchandra,rajinder krishan,	la	la la la la aa aa	aa aa aa ta	ha aa ha aa la	zaraa mud ke to dekho saajanaa	ho saajanaa	zaraa mud ke to dekho saajanaa	wo piichhe rah gayaa bachapanaa	aur aage khadii hai jawaanii	aur aage khadii hai jawaanii	ta	bachapan kaa zamaanaa ho chukaa	ho ho chukaa	bachapan kaa zamaanaa ho chukaa	ye khel puraanaa ho chukaa	ab hogii naii kahaanii	ab hogii naii kahaanii	la	dinraat badalate rah gaye	aramaan machalate rah gaye	aramaan machalate rah gaye	ta	aakaash ke taare hain vahiin	aakaash ke taare hain vahiin	duniyaa ke nazaare hain vahiin	hai phir bhii naii kahaanii	hai phir bhii naii kahaanii	la	zaraa mud ke to dekho saajanaa ta	wo piichhe rah gayaa bachapanaa do	aur aage khadii hai jawaanii	aur aage khadii hai jawaanii	la	shole ko bhadakanaa aa gayaa	kyuun dil ko dhadakanaa aa gayaa do	shole ko bhadakanaa aa gayaa	kyuun dil ko dhadakanaa aa gayaa ta	ye madhur milan kaa saaz hai	dhadakan men chhupaa ek raaz hai	is raaz kaa naam jawaanii	is raaz kaa naam jawaanii	la	zaraa mud ke to dekho saajanaa	ho saajanaa	zaraa mud ke to dekho saajanaa ta	wo piichhe rah gayaa bachapanaa do	aur aage khadii hai jawaanii	aur aage khadii hai jawaanii	
mil mil ke bichhad gaye nain,aaraam,1951,lata,anil biswas,rajinder krishan,	mil mil ke bichhad gaye nain	mil mil ke bichhad gaye nain	gayaa sukh chain judaaii aa gaii	haay judaaii aa gaii	mil mil ke bichhad gaye nain	sajan se madhur milan kii raat	huii ek sapane jaisii baat	huii ek sapane jaisii baat	kare ab ro ro ke bechain	gayaa sukh chain judaaii aa gaii	haay judaaii aa gaii	mil mil ke	qismat ne hamaaraa pyaar likhaa thaa	jiivan men din chaar	jiivan men din chaar	chhaa gaii gam kii kaalii rain	chhaa gaii gam kii kaalii rain	gayaa sukh chain judaaii aa gaii	haay judaaii aa gaii	mil mil ke	
aarazuuen ro rahii hain  kise maaluum thaa ik din,saaqi,1952,lata talat,c ramchandra,rajidnra krishan,	la	aarazuuen ro rahii hain hasaraten barabaad hain	ham zamaane men faqat ik duhkh bharii fariyaad hain	kise maaluum thaa ik din mohabbat bezubaan hogii	vo zaalim aasamaan jaane merii duniyaa kahaan hogii	ta	kabhii ik kvaab dekhaa thaa mere pahaluu men tum hoge	kabhii ik kvaab dekhaa thaa mere pahaluu men tum hoge	kahaanii pyaar kii aankhon hii aankhon men bayaan hogii	kise maaluum thaa ik din	la	lahuu dil kaa merii aankhon kaa paanii ban ke kahataa hai	lahuu dil kaa merii aankhon kaa paanii ban ke kahataa hai	ye paanii ban ke kahataa hai ta	na ham honge na tum hoge hamaarii daastaan hogii	na ham honge na tum hoge hamaarii daastaan hogii	la	kise maaluum thaa ik din	
badii barabaadiyaan le kar merii duniyaan men pyaar aayaa,dhun,1953,lata,madan mohan,kaif irfani,	badii barabaadiyaan le kar merii duniyaan men pyaar aayaa hansii ek baar aayii hai to ronaa laakh baar aayaa badii barabaadiyaan le kar	bharaa ashkon se vo daaman jise phuulon se bharnaa thaa mujhe is bevafaa duniyaan pe ronaa baar baar aayaa badii barabaadiyaan le kar merii duniyaan men pyaar aayaa badii barabaadiyaan le kar	vafaa tadapii kushii roii lute aramaan hansii duniyaan jo aansuu aankh men aayaa vo ho kar beqaraar aayaa badii barabaadiyaan le kar merii duniyaan men pyaar aayaa hansii ek baar aayii hai to ronaa laakh baar aayaa badii barabaadiyaan le kar	
raat abhii baaqii hai,baghdaad,1952,geeta dutt,bulo c rani,raja mehdi ali khan, raat abhii baaqii hai dil ko qaraar aayaa nahiin chhed de haay wo nagamaa tuune jo gaayaa nahiin raat abhii baaqii hai	 raat abhii baaqii hai dil ko qaraar aayaa nahiin chhed de haay wo nagamaa tuune jo gaayaa nahiin raat abhii baaqii hai	nas nas men bas gaye wo aankhon men wo samaaye tum hii kaho ki zaalim niind abhii kisako aaye chaaron taraf kushii ke phawwaare chhuute hain raat abhii baaqii hai2	shabanamii aankhon men2	dil hai aur ham terii aagosh men zindagii ek giit banake jii giit banake aa gaii aagosh men jo mujhe kahanii thii tum se wo baat abhii baaqii hai baat abhii baaqii hai raat abhii baaqii hai2
dharatii se duur gore baadalon ke paar aajaa,sangdil,1952,geeta asha,sajjad,rajinder krishan, dharatii se duur gore baadalon ke paar aajaa aajaa basaa len nayaa sansaar aajaa aajaa basaa len nayaa sansaar	chhotii sii apanii duniyaa basaaen pyaar kaa jisamen khel rachaaen chaand ko apanii naav banaake sundar taare tod ke laaen	duniyaa se ho apanii duniyaa niraalii jag se niraalaa apanaa pyaar aajaa aajaa basaa len nayaa sansaar dharatii se duur gore baadalon ke paar aajaa aajaa basaa len nayaa sansaar aajaa aajaa basaa len nayaa sansaar	god men leke raat kii raanii roz sunaae naii kahaanii chham chham karataa aayaa saveraa phuulon kii bel jaae nishaanii	shabanam aake mukhadaa chuume rimakhim barase mast phuhaar aajaa aajaa basaa len nayaa sansaar dharatii se duur gore baadalon ke paar aajaa aajaa basaa len nayaa sansaar aajaa aajaa basaa len nayaa sansaar
